Time (s)	ECG	reBAP	Markers
5.44	-41.75	53.3	
5.445	-40.75	54.5	
5.45	-40.75	56.5	
5.455	-41.25	59	
5.46	-41.25	60.5	
5.465	-40.25	60.8	
5.47	-40.5	60.8	
5.475	-41	60.8	
5.48	-40.75	60.8	
5.485	-39.5	60.8	
5.49	-39.75	61.3	
5.495	-40.5	61.5	
5.5	-40.25	62	
5.505	-39.25	62.5	
5.51	-39.5	63	
5.515	-40.25	63.3	
5.52	-39.75	63.5	
5.525	-38.75	64	
5.53	-39	64.3	
5.535	-39.5	64.5	
5.54	-39.25	64.8	
5.545	-38	65	
5.55	-37.75	65.3	
5.555	-38.5	65.5	
5.56	-38.25	65.3	
5.565	-37.25	65.5	
5.57	-37.25	65.8	
5.575	-38.25	65.8	
5.58	-38	66	
5.585	-37	66	
5.59	-37	66.3	
5.595	-38	66.3	
5.6	-38	66.3	
5.605	-36.75	66.3	
5.61	-36.5	66.3	
5.615	-37.25	66.3	
5.62	-37	66.3	
5.625	-36	66.5	
5.63	-35.75	66.5	
5.635	-36.75	66.5	
5.64	-36.75	66.5	
5.645	-35.5	66.5	
5.65	-35.5	66.5	
5.655	-36.25	66.5	
5.66	-36	66.5	
5.665	-34.75	66.5	
5.67	-34.75	66.3	
5.675	-35.5	66.5	
5.68	-35.25	66.5	
5.685	-34.25	66.5	
5.69	-34.25	66.5	
5.695	-35.25	66.5	
5.7	-35	66.5	
5.705	-33.75	66.5	
5.71	-33.75	66.3	
5.715	-34.5	66.3	
5.72	-34.25	66.3	
5.725	-32.75	66.3	
5.73	-32.75	66.5	
5.735	-33.5	66.5	
5.74	-33.25	66.5	
5.745	-32.25	66.5	
5.75	-32	66.5	
5.755	-33	66.5	
5.76	-32.75	66.5	
5.765	-31.5	66.5	
5.77	-31.5	66.5	
5.775	-31.75	66.5	
5.78	-31.75	66.5	
5.785	-30.5	66.3	
5.79	-30.5	66.3	
5.795	-31.25	66.3	
5.8	-30.75	66.3	
5.805	-29.5	66.5	
5.81	-29.5	66.5	
5.815	-30.25	66.5	
5.82	-30.25	66.5	
5.825	-29.25	66.5	
5.83	-29.25	66.5	
5.835	-30	66.5	
5.84	-29.75	66.3	
5.845	-28.5	66.3	
5.85	-28	66.5	
5.855	-29	66.5	
5.86	-28.75	66.5	
5.865	-27.25	66.5	
5.87	-27.25	66.5	
5.875	-28	66.5	
5.88	-28	66.5	
5.885	-27	66.3	
5.89	-26.75	66.3	
5.895	-27.5	66.3	
5.9	-27.25	66.3	
5.905	-26.25	66.3	
5.91	-26.25	66.3	
5.915	-26.5	66.5	
5.92	-26.5	66.5	
5.925	-25	66.5	
5.93	-24.25	66.5	
5.935	-24.25	66.5	
5.94	-23.25	66.5	
5.945	-21.5	66.5	
5.95	-21.5	66.5	
5.955	-23	66.5	
5.96	-23.75	66.5	
5.965	-23.75	66.5	
5.97	-23.25	66.5	
5.975	-24	66.5	
5.98	-25.75	66.5	
5.985	-26.5	66.5	
5.99	-27.75	66.5	
5.995	-29.25	66.5	
6	-29.5	66.5	
6.005	-28.5	66.3	
6.01	-27.25	66.3	
6.015	-27.25	66.3	
6.02	-27.25	66.3	
6.025	-26	66.5	
6.03	-25.75	66.5	
6.035	-25.75	66.5	
6.04	-25.75	66.5	
6.045	-24.75	66.5	
6.05	-24.5	66.5	
6.055	-24.5	66.5	
6.06	-24.5	66.5	
6.065	-23.25	66.5	
6.07	-23	66.5	
6.075	-24	66.3	
6.08	-25.75	66.3	
6.085	-27.25	66.3	
6.09	-30	66.3	
6.095	-31.75	66.5	
6.1	-25.5	66.5	
6.105	-4	66.5	
6.11	27	66.5	
6.115	63	66.5	
6.12	69.5	66.5	
6.125	52.75	66.5	
6.13	33	66.3	
6.135	11.25	66.3	
6.14	-9	66.3	
6.145	-20.5	66.3	
6.15	-25	66.5	
6.155	-26	66.3	
6.16	-26.5	66.3	
6.165	-24.75	66.3	
6.17	-23	66.3	
6.175	-21.5	66.5	
6.18	-20.5	66.5	
6.185	-18.75	66.3	
6.19	-18.5	66.5	
6.195	-18.75	66.5	
6.2	-18.75	66.3	
6.205	-17.75	66.3	
6.21	-17.25	66.3	
6.215	-17.5	66.3	
6.22	-17.5	66.3	
6.225	-16.25	66.3	
6.23	-16	66.3	
6.235	-16	66.5	
6.24	-16	66.5	
6.245	-14.75	66.5	
6.25	-14.5	66.5	
6.255	-14.5	66.5	
6.26	-14.5	66.5	
6.265	-13.25	66.5	
6.27	-13	66.3	
6.275	-13	66.3	
6.28	-13	66.3	
6.285	-11.75	66.3	
6.29	-11.5	66.3	
6.295	-11.5	66.3	
6.3	-11.5	66.5	
6.305	-10	66.5	
6.31	-9.75	66.5	
6.315	-9.75	66.5	
6.32	-9.5	66.5	
6.325	-7.75	66.3	
6.33	-6.75	66.3	
6.335	-6.75	66.3	
6.34	-5.75	66.5	
6.345	-4	66.5	
6.35	-2.75	66.5	
6.355	-2.5	66.5	
6.36	-1.5	66.5	
6.365	0.25	66.3	
6.37	1.5	66.3	
6.375	1.75	66.3	
6.38	2.5	66.3	
6.385	4.25	66.3	
6.39	5	66.5	
6.395	5	66.5	
6.4	5	66.5	
6.405	5	66.8	
6.41	4.25	66.5	
6.415	2.5	66.5	
6.42	0.75	66.5	
6.425	0.25	66.5	
6.43	-1.25	66.8	
6.435	-3.5	66.8	
6.44	-4.75	66.8	
6.445	-5	66.3	
6.45	-6	66.3	
6.455	-8	66.3	
6.46	-8.5	66	
6.465	-8	66.3	
6.47	-8.5	66.3	
6.475	-9.75	66.3	
6.48	-9.75	66.3	
6.485	-8.75	66.3	
6.49	-9	66.3	
6.495	-9.75	66.3	
6.5	-10	66.3	
6.505	-9	66.3	
6.51	-9	66.3	
6.515	-9.75	66.3	
6.52	-9.5	66.3	
6.525	-8.25	66.3	
6.53	-8.25	66.3	
6.535	-8.75	66.3	
6.54	-8.75	66	
6.545	-7.5	66	
6.55	-7.5	66.8	
6.555	-8.25	68.3	
6.56	-8	70.8	
6.565	-7	73	
6.57	-7.25	74.8	
6.575	-8.25	75	
6.58	-8	75	
6.585	-7	74.8	
6.59	-6.75	74.8	
6.595	-7.5	75	
6.6	-7.25	75.3	
6.605	-6	75.8	
6.61	-6	76.3	
6.615	-6.75	76.8	
6.62	-6.5	77	
6.625	-5.5	77.5	
6.63	-5.5	77.8	
6.635	-6.25	78.3	
6.64	-6.25	78.5	
6.645	-5.25	78.8	
6.65	-5.25	79	
6.655	-6	79.3	
6.66	-5.75	79.5	
6.665	-4.5	79.8	
6.67	-4.5	79.8	
6.675	-5.5	80	
6.68	-5.5	80	
6.685	-4.25	80.3	
6.69	-4.25	80.3	
6.695	-5.25	80.3	
6.7	-5.25	80.3	
6.705	-4	80.5	
6.71	-4	80.5	
6.715	-4.75	80.5	
6.72	-4.75	80.8	
6.725	-3.25	80.8	
6.73	-3.5	80.8	
6.735	-4.25	80.8	
6.74	-4.25	80.8	
6.745	-2.75	80.8	
6.75	-2.75	80.8	
6.755	-3.75	80.8	
6.76	-3.5	80.8	
6.765	-2.5	80.8	
6.77	-2.5	80.8	
6.775	-3.25	80.8	
6.78	-3	80.8	
6.785	-2	80.8	
6.79	-2	80.8	
6.795	-2.5	80.8	
6.8	-2.5	80.8	
6.805	-1.25	80.8	
6.81	-1.5	80.8	
6.815	-2	80.8	
6.82	-2	80.8	
6.825	-1	80.8	
6.83	-1	80.3	
6.835	-1.75	80.5	
6.84	-1.75	80.5	
6.845	-0.5	80.5	
6.85	-0.5	80.5	
6.855	-1.25	80.5	
6.86	-1.25	80.8	
6.865	-0.25	80.8	
6.87	-0.25	80.8	
6.875	-0.75	80.8	
6.88	-0.75	80.8	
6.885	0.5	80.8	
6.89	0.25	80.5	
6.895	-0.25	80.5	
6.9	-0.25	80.5	
6.905	1.25	80.5	
6.91	1.25	80.5	
6.915	0.5	80.8	
6.92	0.5	80.8	
6.925	1	80.8	
6.93	1.25	80.8	
6.935	0.5	80.8	
6.94	0.5	80.8	
6.945	1.75	80.8	
6.95	1.75	80.5	
6.955	1.5	80.8	
6.96	1.25	80.8	
6.965	2	80.8	
6.97	2	80.8	
6.975	1.75	80.8	
6.98	1.75	80.8	
6.985	2.5	80.8	
6.99	2.75	80.8	
6.995	2.25	80.5	
7	2.25	80.5	
7.005	2.75	80.5	
7.01	2.75	80.5	
7.015	2.5	80.5	
7.02	2.5	80.5	
7.025	3.25	80.8	
7.03	3.25	80.8	
7.035	3	80.8	
7.04	3	80.8	
7.045	3.75	80.8	
7.05	4	80.8	
7.055	4	80.5	
7.06	4.25	80.8	
7.065	6	80.8	
7.07	7.5	80.8	
7.075	7.5	80.8	
7.08	7	80.8	
7.085	7	80.8	
7.09	6	80.8	
7.095	5	80.8	
7.1	5	80.8	
7.105	5	80.8	
7.11	3.25	80.8	
7.115	0.75	80.8	
7.12	-0.25	80.8	
7.125	0	80.8	
7.13	0	80.5	
7.135	0	80.8	
7.14	1.25	80.8	
7.145	2.75	80.8	
7.15	2.75	80.8	
7.155	2.75	80.8	
7.16	2.75	80.8	
7.165	3.25	80.8	
7.17	3.25	80.5	
7.175	3.25	80.5	
7.18	3.25	80.5	
7.185	4.5	80.8	
7.19	4.75	80.8	
7.195	4.75	80.8	
7.2	4.5	80.8	
7.205	4	80.8	
7.21	1.25	80.8	
7.215	-2.5	80.8	
7.22	-4.25	80.8	
7.225	-1	80.8	
7.23	13	80.8	
7.235	38.25	80.8	
7.24	74.25	80.8	
7.245	97.75	80.8	
7.25	85.75	80.8	
7.255	67.5	80.8	
7.26	48.75	80.8	
7.265	29	80.8	
7.27	13	80.8	
7.275	3.25	80.8	
7.28	1.5	80.8	
7.285	1.75	80.5	
7.29	1.75	80.5	
7.295	1.75	80.8	
7.3	3.5	80.8	
7.305	6	80.8	
7.31	7	80.8	
7.315	7	80.8	
7.32	7.25	80.8	
7.325	9	80.8	
7.33	9	80.8	
7.335	8.5	80.8	
7.34	8.5	80.8	
7.345	9.5	80.8	
7.35	9.5	80.8	
7.355	9.5	80.8	
7.36	9.5	80.8	
7.365	10.75	80.8	
7.37	11	80.8	
7.375	11	80.8	
7.38	11	80.5	
7.385	11.75	80.5	
7.39	11.75	80.5	
7.395	11.75	80.5	
7.4	11.75	80.8	
7.405	12.75	80.8	
7.41	13	80.5	
7.415	12.5	80.5	
7.42	12.75	80.5	
7.425	14	80.5	
7.43	14.5	80.8	
7.435	14	80.8	
7.44	14.5	80.8	
7.445	15.75	80.8	
7.45	16	80.8	
7.455	16	80.8	
7.46	17	80.8	
7.465	18.75	80.8	
7.47	19.75	80.8	
7.475	20	80.8	
7.48	21	80.8	
7.485	23	80.5	
7.49	24	80.5	
7.495	24.25	80.8	
7.5	25	80.8	
7.505	26.75	80.8	
7.51	27	80.8	
7.515	26.75	80.8	
7.52	27.25	80.8	
7.525	28.25	80.8	
7.53	28	80.8	
7.535	26.75	81	
7.54	25.75	80.8	
7.545	25.5	81	
7.55	24.25	81	
7.555	21.75	81	
7.56	20	81.3	
7.565	19.5	81.3	
7.57	18	81	
7.575	15.75	81	
7.58	15	80.8	
7.585	15.5	80.5	
7.59	14.75	80.5	
7.595	13.5	80.3	
7.6	13	80.5	
7.605	14	80.5	
7.61	14	80.5	
7.615	12.75	80.5	
7.62	12.75	80.5	
7.625	13.25	80.5	
7.63	13.5	80.5	
7.635	12.5	80.5	
7.64	13	80.5	
7.645	13.75	80.5	
7.65	13.5	80.5	
7.655	12.75	80.5	
7.66	13	80.5	
7.665	14.25	80.3	
7.67	14	80.3	
7.675	12.75	81	
7.68	12.75	82.5	
7.685	13.75	85	
7.69	13.5	87.8	
7.695	12.75	89.3	
7.7	13	89.8	
7.705	14	89.8	
7.71	14	89.3	
7.715	13	89.3	
7.72	13.25	89.5	
7.725	14.25	90	
7.73	14.75	90.5	
7.735	13.75	91	
7.74	13.75	91.5	
7.745	14.5	92	
7.75	14.5	92.3	
7.755	14	92.8	
7.76	14	93	
7.765	15	93.5	
7.77	14.75	93.8	
7.775	14	94	
7.78	14	94	
7.785	14.75	94.3	
7.79	15	94.3	
7.795	14	94.5	
7.8	14	94.8	
7.805	14.75	95	
7.81	14.75	95	
7.815	14	95	
7.82	13.75	95.3	
7.825	15	95.3	
7.83	14.75	95.3	
7.835	14.25	95.3	
7.84	14	95.3	
7.845	15	95.5	
7.85	15	95.5	
7.855	14.25	95.5	
7.86	14.25	95.5	
7.865	15.25	95.5	
7.87	15	95.5	
7.875	14	95.5	
7.88	14	95.8	
7.885	15	95.5	
7.89	15	95.5	
7.895	14.5	95.5	
7.9	14.5	95.5	
7.905	15.25	95.8	
7.91	15.25	95.3	
7.915	14.75	95.5	
7.92	14.75	95.5	
7.925	15.5	95.5	
7.93	15.5	95.5	
7.935	14.5	95.5	
7.94	14.5	95.5	
7.945	15.5	95.5	
7.95	15.75	95.5	
7.955	15.5	95.5	
7.96	15.25	95.5	
7.965	15.25	95.5	
7.97	15.25	95.3	
7.975	15	95.3	
7.98	15	95.3	
7.985	15.75	95.3	
7.99	15.75	95.8	
7.995	15.5	95.5	
8	15.25	95.5	
8.005	15.75	95.5	
8.01	15.75	95.5	
8.015	15.5	95.3	
8.02	15.5	95.3	
8.025	16.25	95.3	
8.03	16.25	95.3	
8.035	15.75	95.8	
8.04	15.75	95.5	
8.045	16.25	95.5	
8.05	16.25	95.5	
8.055	16.25	95.5	
8.06	15.75	95.5	
8.065	16.25	95.5	
8.07	16.5	95.5	
8.075	16	95.5	
8.08	16	95.5	
8.085	16.5	95.5	
8.09	16.5	95.5	
8.095	16.5	95.5	
8.1	16.5	95.5	
8.105	17	95.5	
8.11	17	95.5	
8.115	16.25	95.5	
8.12	16.25	95.5	
8.125	17	95.5	
8.13	17.25	95.5	
8.135	17	95.5	
8.14	17	95.5	
8.145	17.5	95.5	
8.15	17.75	95.3	
8.155	17.75	95.3	
8.16	18	95.3	
8.165	20	95.5	
8.17	20.25	95.5	
8.175	19	95.5	
8.18	17.75	95.5	
8.185	17.75	95.5	
8.19	17.75	95.5	
8.195	17.5	95.5	
8.2	17	95.5	
8.205	15.75	95.5	
8.21	14.25	95.5	
8.215	12.25	95.5	
8.22	12	95.5	
8.225	12.25	95.5	
8.23	12.5	95.5	
8.235	12.75	95.5	
8.24	13.75	95.5	
8.245	15	95.5	
8.25	15.25	95.5	
8.255	15	95.5	
8.26	15	95.5	
8.265	15.75	95.5	
8.27	15.75	95.5	
8.275	15.5	95.5	
8.28	15.5	95.5	
8.285	16.5	95.5	
8.29	17	95.5	
8.295	16.25	95.5	
8.3	14	95.3	
8.305	11.75	95.5	
8.31	8.5	95.5	
8.315	6	95.5	
8.32	10.5	95.5	
8.325	28.5	95.5	
8.33	56.75	95.5	
8.335	93.5	95.5	
8.34	109.5	95.5	
8.345	96	95.5	
8.35	81.25	95.5	
8.355	62.25	95.5	
8.36	41.5	95.3	
8.365	26.5	95.3	
8.37	17.75	95.8	
8.375	14	95.5	
8.38	12.75	95.5	
8.385	12.75	95.5	
8.39	13.75	95.5	
8.395	14.75	95.5	
8.4	16.25	95.5	
8.405	18.25	95.5	
8.41	18.5	95.5	
8.415	17.75	95.5	
8.42	18.25	95.5	
8.425	19.5	95.5	
8.43	19.75	95.5	
8.435	19.25	95.5	
8.44	19.25	95.5	
8.445	20.25	95.5	
8.45	20.5	95.5	
8.455	19.75	95.5	
8.46	19.75	95.5	
8.465	21.25	95.5	
8.47	21.25	95.5	
8.475	20.25	95.5	
8.48	20	95.3	
8.485	21.25	95.3	
8.49	21.25	95.3	
8.495	20.5	95.5	
8.5	20.75	95.5	
8.505	22	95.5	
8.51	22	95.5	
8.515	21.25	95.5	
8.52	21.25	95.5	
8.525	22.25	95.5	
8.53	22.25	95.3	
8.535	22.25	95.3	
8.54	22.5	95.3	
8.545	24	95.3	
8.55	24.5	95.5	
8.555	24.25	95.5	
8.56	25	95.5	
8.565	27	95.3	
8.57	27.25	95.3	
8.575	27.25	95.3	
8.58	27.75	95.3	
8.585	29.5	95.5	
8.59	30.25	95.5	
8.595	30.25	95.5	
8.6	31	95.5	
8.605	32.5	95.5	
8.61	33	95.5	
8.615	32.25	95.5	
8.62	32	95.5	
8.625	32.75	95.5	
8.63	32.25	95.5	
8.635	30.5	95.8	
8.64	29.5	95.8	
8.645	29.5	96	
8.65	28	95.8	
8.655	25.75	95.8	
8.66	24.25	95.8	
8.665	24	96	
8.67	23	96	
8.675	21.25	96	
8.68	20.75	96	
8.685	21	96	
8.69	20.75	95.8	
8.695	19.5	95.5	
8.7	19.25	95.3	
8.705	20	95.3	
8.71	19.5	95.3	
8.715	18.75	95.3	
8.72	18.75	95.3	
8.725	19.75	95.3	
8.73	19.75	95.3	
8.735	18.75	95	
8.74	19	95.3	
8.745	19.75	95.3	
8.75	19.5	95.3	
8.755	18.75	95.3	
8.76	18.5	95.3	
8.765	19.5	95	
8.77	19.25	94.8	
8.775	18.5	95	
8.78	18.5	95.5	
8.785	19.75	97.5	
8.79	19.75	100.3	
8.795	18.5	102.8	
8.8	18.25	104.5	
8.805	19.25	105	
8.81	19.25	104.8	
8.815	18.5	104.5	
8.82	18.5	104.8	
8.825	19.5	104.8	
8.83	19	105.3	
8.835	18.25	105.8	
8.84	18	106.3	
8.845	18.75	106.5	
8.85	18.75	107	
8.855	17.75	107.5	
8.86	17.75	108	
8.865	18.75	108.5	
8.87	19	108.8	
8.875	18.25	109	
8.88	18.25	109.3	
8.885	19.5	109.5	
8.89	19.25	109.8	
8.895	18.5	109.8	
8.9	18	110	
8.905	19	110.3	
8.91	19	110.5	
8.915	18.5	110.8	
8.92	18.5	110.8	
8.925	19	110.8	
8.93	19	110.8	
8.935	18.25	111	
8.94	18.25	111	
8.945	18.5	110.8	
8.95	18.5	110.8	
8.955	18	110.8	
8.96	18	111	
8.965	18.5	111	
8.97	18.5	111	
8.975	18	111	
8.98	17.75	111	
8.985	18.25	111	
8.99	18.5	111	
8.995	18	111	
9	18	111	
9.005	18.5	111.3	
9.01	18.5	111.3	
9.015	18	111.3	
9.02	17.75	111.3	
9.025	18	111.3	
9.03	18	110.8	
9.035	17.5	111	
9.04	17.5	111	
9.045	18	111	
9.05	18.25	110.8	
9.055	17.75	110.8	
9.06	17.5	110.8	
9.065	18	111	
9.07	18	111	
9.075	18	111	
9.08	17.75	111	
9.085	18.25	111	
9.09	18.25	111	
9.095	17.5	111	
9.1	17.5	111	
9.105	18.25	110.8	
9.11	18.25	111	
9.115	17.5	110.8	
9.12	17.5	110.8	
9.125	18	111.3	
9.13	18	111	
9.135	17.5	111	
9.14	17.5	111	
9.145	18	111	
9.15	18	111	
9.155	17.5	110.8	
9.16	17.25	110.8	
9.165	17.75	110.8	
9.17	18	110.8	
9.175	17.5	111	
9.18	17.5	111	
9.185	17.75	111	
9.19	17.75	111	
9.195	17.5	111	
9.2	17.25	111	
9.205	18	111	
9.21	18	111	
9.215	18	111	
9.22	18	111	
9.225	20.25	111	
9.23	22	111	
9.235	21.75	111	
9.24	21	111	
9.245	21	111	
9.25	21	111	
9.255	20	111	
9.26	19.25	111.3	
9.265	18.25	111.3	
9.27	16	111	
9.275	13.5	111	
9.28	12.75	111	
9.285	12.75	111	
9.29	12.75	111	
9.295	12.75	111	
9.3	13.25	111	
9.305	14.25	111	
9.31	14.25	111	
9.315	13.5	111	
9.32	13.25	111	
9.325	13.75	111	
9.33	14	111	
9.335	13.75	111	
9.34	13.75	111	
9.345	14.5	111.3	
9.35	14.75	111.3	
9.355	14.25	110.8	
9.36	13	111	
9.365	11.75	111	
9.37	9	111	
9.375	5.75	111	
9.38	6	111	
9.385	18	111	
9.39	41.75	111	
9.395	74.75	111	
9.4	106.75	111	
9.405	102.75	111	
9.41	83.75	111	
9.415	63.5	111	
9.42	41.5	111	
9.425	24	111	
9.43	13.25	111	
9.435	9	111	
9.44	8.25	111	
9.445	9	111	
9.45	10	111	
9.455	11.25	111	
9.46	12.75	111	
9.465	14.5	111	
9.47	14.75	111	
9.475	14	111	
9.48	14.25	111	
9.485	15.75	111	
9.49	15.75	111	
9.495	15	111	
9.5	15.25	110.8	
9.505	16.25	110.8	
9.51	16.5	110.8	
9.515	16	111	
9.52	16	111	
9.525	17	111	
9.53	17.25	111	
9.535	16.5	111	
9.54	16.75	111	
9.545	18	111	
9.55	18	111	
9.555	17.25	110.8	
9.56	17.25	110.8	
9.565	18.25	111.3	
9.57	18.5	111	
9.575	17.75	111	
9.58	18	111	
9.585	19.25	111	
9.59	19.75	111	
9.595	19	111	
9.6	19.25	111	
9.605	20.75	111	
9.61	21.25	111	
9.615	21.25	111	
9.62	22	111	
9.625	24	111	
9.63	24.75	111	
9.635	24.75	111	
9.64	25.5	111	
9.645	27.5	111	
9.65	28.25	111	
9.655	28	111	
9.66	28	111	
9.665	30.5	111	
9.67	31.25	111	
9.675	30.75	111	
9.68	30.5	111	
9.685	31	111	
9.69	30.25	111	
9.695	28.25	111.3	
9.7	26.75	111.3	
9.705	26.25	111.3	
9.71	25	111.3	
9.715	22.5	111.3	
9.72	21	111.3	
9.725	20.5	111.3	
9.73	19	111.3	
9.735	17	111.3	
9.74	16	111.3	
9.745	16.25	111.3	
9.75	15.75	111.3	
9.755	14.75	111.3	
9.76	14.25	111.3	
9.765	15	111	
9.77	15	110.8	
9.775	14	110.5	
9.78	13.75	110.8	
9.785	14.5	110.5	
9.79	14.5	110.5	
9.795	13.25	110.5	
9.8	13.25	110.8	
9.805	14.25	110.8	
9.81	14.25	110.8	
9.815	13.25	110.8	
9.82	13	110.8	
9.825	13.75	110.5	
9.83	13.75	110.3	
9.835	13	110.3	
9.84	13	111	
9.845	14	112.8	
9.85	14	115.5	
9.855	13	118.5	
9.86	13	120.3	
9.865	14	120.8	
9.87	14	120.8	
9.875	13	120.5	
9.88	13	120.5	
9.885	13.75	120.5	
9.89	13.75	121.3	
9.895	13	121.8	
9.9	12.75	122.3	
9.905	13.75	122.8	
9.91	13.75	123.3	
9.915	12.5	123.8	
9.92	12.25	123.8	
9.925	13.25	124.3	
9.93	13	124.8	
9.935	12.25	125	
9.94	12	125.3	
9.945	13.25	125.5	
9.95	13.25	126	
9.955	12.25	125.8	
9.96	12.25	126	
9.965	13	126.5	
9.97	13	126.5	
9.975	12	126.5	
9.98	12	126.5	
9.985	13	126.5	
9.99	12.75	126.8	
9.995	12	126.8	
10	11.5	126.8	
10.005	12.5	126.8	
10.01	12.5	127	
10.015	11.75	127	
10.02	11.25	127	
10.025	12.25	127	
10.03	12.75	127	
10.035	11.5	127	
10.04	11.25	127	
10.045	12.25	127	
10.05	12.25	127	
10.055	11.5	127	
10.06	11.25	127	
10.065	12.25	127	
10.07	12.25	127	
10.075	11.5	127	
10.08	11.25	127	
10.085	12.25	127	
10.09	12.25	127	
10.095	11.25	127.3	
10.1	11.25	127	
10.105	12.25	127	
10.11	12.25	127	
10.115	11.25	127	
10.12	11.5	127	
10.125	12.5	127	
10.13	12.5	127	
10.135	11.5	127	
10.14	11.5	127	
10.145	12.5	127	
10.15	12.25	127	
10.155	11.75	127	
10.16	11.5	127	
10.165	12.25	127	
10.17	12.25	127	
10.175	11.25	127	
10.18	11.25	127	
10.185	12.25	127	
10.19	12.25	127	
10.195	11.5	127	
10.2	11.25	127	
10.205	12.25	127	
10.21	12	127	
10.215	11	127	
10.22	11	127	
10.225	12	127	
10.23	12	127	
10.235	11	127	
10.24	11	127	
10.245	12	127	
10.25	12	127	
10.255	11.25	127	
10.26	11	127	
10.265	12	127	
10.27	12	127	
10.275	11	127	
10.28	10.75	127	
10.285	11.75	127	
10.29	11.75	127	
10.295	10.75	127	
10.3	10.75	127	
10.305	11.5	127	
10.31	11.5	127	
10.315	11	127	
10.32	11.25	127	
10.325	12.5	127	
10.33	13.5	127	
10.335	14.25	127	
10.34	14.75	127	
10.345	14.75	127	
10.35	13.75	127	
10.355	12	127	
10.36	11.75	127	
10.365	12.75	127	
10.37	12	127	
10.375	8.75	126.8	
10.38	7	126.8	
10.385	6.75	126.8	
10.39	6.5	127	
10.395	5.5	127	
10.4	5.75	127	
10.405	8	127	
10.41	8	127	
10.415	7.5	127	
10.42	7	127	
10.425	8	127	
10.43	8.25	127	
10.435	7.75	127	
10.44	7.25	127	
10.445	8.5	127	
10.45	9.25	127	
10.455	8.25	127	
10.46	8.25	127	
10.465	8.75	127	
10.47	8	127	
10.475	4.5	127	
10.48	1	127	
10.485	0.5	127	
10.49	2.25	127	
10.495	14.75	127	
10.5	40.25	127	
10.505	77.5	127	
10.51	102	127	
10.515	90.5	127	
10.52	70.75	127	
10.525	52.5	127	
10.53	31	127	
10.535	13.5	127	
10.54	4.5	127	
10.545	4.5	127	
10.55	4.25	127	
10.555	3	127	
10.56	3.5	127	
10.565	7	127	
10.57	8.75	127	
10.575	8.25	127.3	
10.58	8	127.3	
10.585	9.25	127	
10.59	10	127	
10.595	9.25	127	
10.6	8.75	127	
10.605	10	127	
10.61	10.5	127	
10.615	9.75	127	
10.62	9.5	127	
10.625	10.75	127	
10.63	11.25	127	
10.635	10.5	127	
10.64	10.25	127	
10.645	11.5	127	
10.65	12	127	
10.655	11.25	127	
10.66	11.25	127	
10.665	12.25	127	
10.67	12.75	127	
10.675	12	127	
10.68	11.75	127	
10.685	13	127	
10.69	13.5	127	
10.695	13	127	
10.7	12.75	127	
10.705	14	127	
10.71	14.75	127	
10.715	14.25	127	
10.72	14.25	127	
10.725	16.5	127	
10.73	17.75	127	
10.735	17.75	127	
10.74	17.75	127	
10.745	20.25	126.8	
10.75	21.25	126.8	
10.755	21	126.8	
10.76	21	127	
10.765	23.5	127	
10.77	24.5	127	
10.775	24.5	127	
10.78	24.5	127	
10.785	25.75	127	
10.79	26	127	
10.795	24.75	127	
10.8	23.75	127	
10.805	23.75	127	
10.81	23.25	127.3	
10.815	20.25	127.3	
10.82	18.25	127.3	
10.825	18.25	127.3	
10.83	17.25	127.5	
10.835	14.25	127.3	
10.84	12.5	127.3	
10.845	12.5	127.3	
10.85	12.5	127.3	
10.855	10.25	127	
10.86	9	127.3	
10.865	9.75	127.3	
10.87	9.75	127	
10.875	8.75	127	
10.88	8.25	127	
10.885	9	127	
10.89	9	127	
10.895	8.5	127	
10.9	8	127	
10.905	9	126.8	
10.91	9	126.8	
10.915	8	126.8	
10.92	8	126.8	
10.925	8.75	126.8	
10.93	8.75	126.8	
10.935	7.5	126.8	
10.94	7.75	126.5	
10.945	8.75	126.5	
10.95	8.5	127	
10.955	7.5	129.3	
10.96	7.75	132.3	
10.965	8.25	135	
10.97	8.5	137.3	
10.975	7.5	138	
10.98	7.25	137.5	
10.985	8	137.3	
10.99	8.25	137.5	
10.995	7.25	137.5	
11	7.25	137.8	
11.005	8.25	138	
11.01	8.25	138.8	
11.015	7.25	139.3	
11.02	7	139.8	
11.025	8	140.5	
11.03	7.75	140.8	
11.035	7	141	
11.04	7	141.5	
11.045	8	141.8	
11.05	8.25	142.3	
11.055	7.25	142.5	
11.06	7.25	142.8	
11.065	7.75	143	
11.07	7.75	143	
11.075	7	143	
11.08	6.75	143.3	
11.085	8	143.5	
11.09	8	143.5	
11.095	7	143.5	
11.1	6.75	143.8	
11.105	7.75	143.8	
11.11	7.75	143.8	
11.115	6.75	143.8	
11.12	6.75	144	
11.125	7.75	144	
11.13	7.75	144	
11.135	7	144	
11.14	6.75	144	
11.145	7.5	144	
11.15	7.75	144	
11.155	6.75	144	
11.16	6.75	144	
11.165	7.5	144	
11.17	7.5	144	
11.175	6.75	144	
11.18	6.75	144	
11.185	7.5	144	
11.19	7.75	144	
11.195	7	144	
11.2	6.75	144	
11.205	7.75	144	
11.21	7.75	144	
11.215	7	144	
11.22	7	144	
11.225	8	144	
11.23	8	144	
11.235	7	144	
11.24	7	144	
11.245	7.75	144	
11.25	8	144	
